//X;Y;Z;Rf;Gf;Bf;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
8776
445624.50590141;5696600.01119812;472.77384998;0.317647;0.345098;0.368627;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.027226;0.027226;-0.027226;1.000000;1.000000
445624.49680145;5696600.15939911;472.76354982;0.427451;0.419608;0.407843;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.036326;0.036326;-0.036326;1.000000;1.000000
445624.54110153;5696600.01269730;472.77314999;0.219608;0.243137;0.262745;15420.000000;1.000000;1.000000;1.000000;1.000000;0.007974;-0.007974;0.007974;1.000000;1.000000
445624.49800117;5696600.19669922;472.76174976;0.286275;0.266667;0.25098;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.035176;0.035176;-0.035176;1.000000;1.000000
445624.49100121;5696600.12259872;472.76284983;0.294118;0.290196;0.294118;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.042126;0.042126;-0.042126;1.000000;1.000000
445624.46700104;5696600.21589859;472.76284983;0.352941;0.329412;0.317647;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.069392;0.069392;-0.069392;1.000000;1.000000
445624.55040176;5696600.25499924;472.75775005;0.392157;0.333333;0.294118;22616.000000;1.000000;1.000000;1.000000;1.000000;0.062660;-0.062660;0.062660;1.000000;1.000000
445624.62240227;5696600.07319839;472.75425007;0.439216;0.435294;0.427451;28527.000000;1.000000;1.000000;1.000000;1.000000;0.089275;-0.089275;0.089275;1.000000;1.000000
445624.50040062;5696600.12169846;472.76095011;0.333333;0.329412;0.329412;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.032727;0.032727;-0.032727;1.000000;1.000000
445624.46480186;5696600.09459885;472.76835014;0.223529;0.227451;0.235294;14649.000000;1.000000;1.000000;1.000000;1.000000;-0.068326;0.068326;-0.068326;1.000000;1.000000
445624.64270218;5696600.06429871;472.75274994;0.439216;0.439216;0.427451;28527.000000;1.000000;1.000000;1.000000;1.000000;0.109575;-0.109575;0.109575;1.000000;1.000000
445624.44970139;5696600.20579727;472.76424982;0.247059;0.239216;0.239216;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.084136;0.084136;-0.084136;1.000000;1.000000
445624.50170143;5696600.08659943;472.76294996;0.258824;0.262745;0.27451;17219.000000;1.000000;1.000000;1.000000;1.000000;-0.031426;0.031426;-0.031426;1.000000;1.000000
445624.64460190;5696599.98919876;472.76125004;0.847059;0.866667;0.87451;56283.000000;1.000000;1.000000;1.000000;1.000000;0.111475;-0.111475;0.111475;1.000000;1.000000
445624.49510201;5696600.21570023;472.76184990;0.262745;0.231373;0.211765;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.043371;0.043371;-0.043371;1.000000;1.000000
445624.81420143;5696599.96909912;472.74305012;0.243137;0.254902;0.266667;16448.000000;1.000000;1.000000;1.000000;1.000000;0.062676;-0.062676;0.062676;1.000000;1.000000
445624.46860130;5696599.99119766;472.78125002;0.47451;0.509804;0.517647;32639.000000;1.000000;1.000000;1.000000;1.000000;-0.064526;0.064526;-0.064526;1.000000;1.000000
445624.43070229;5696600.00659760;472.77274992;0.580392;0.611765;0.623529;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.102425;0.102425;-0.102425;1.000000;1.000000
445624.43640144;5696600.09250076;472.77164986;0.258824;0.254902;0.258824;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.096726;0.096726;-0.096726;1.000000;1.000000
445624.51920135;5696600.09670074;472.75915005;0.235294;0.239216;0.258824;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.013926;0.013926;-0.013926;1.000000;1.000000
445624.66200073;5696600.24249847;472.74634983;0.501961;0.439216;0.364706;29298.000000;1.000000;1.000000;1.000000;1.000000;0.087502;-0.087502;0.087502;1.000000;1.000000
445624.58380135;5696600.13519867;472.75325014;0.352941;0.329412;0.313725;21845.000000;1.000000;1.000000;1.000000;1.000000;0.050674;-0.050674;0.050674;1.000000;1.000000
445624.47860153;5696600.21479996;472.76335003;0.298039;0.27451;0.258824;18247.000000;1.000000;1.000000;1.000000;1.000000;-0.058054;0.058054;-0.058054;1.000000;1.000000
445624.82560165;5696599.94230087;472.74784996;0.270588;0.278431;0.282353;17990.000000;1.000000;1.000000;1.000000;1.000000;0.056254;-0.056254;0.056254;1.000000;1.000000
445624.57310112;5696600.14549835;472.75285007;0.368627;0.341176;0.329412;22616.000000;1.000000;1.000000;1.000000;1.000000;0.039974;-0.039974;0.039974;1.000000;1.000000
445624.61890228;5696600.15769775;472.74804976;0.513725;0.47451;0.435294;31354.000000;1.000000;1.000000;1.000000;1.000000;0.085775;-0.085775;0.085775;1.000000;1.000000
445624.78730209;5696599.95749863;472.74634983;0.184314;0.192157;0.215686;12593.000000;1.000000;1.000000;1.000000;1.000000;0.089929;-0.089929;0.089929;1.000000;1.000000
445624.59020241;5696600.22799881;472.75225021;0.666667;0.611765;0.552941;40606.000000;1.000000;1.000000;1.000000;1.000000;0.066103;-0.066103;0.066103;1.000000;1.000000
445624.65180214;5696600.25969894;472.74844982;0.529412;0.47451;0.403922;31611.000000;1.000000;1.000000;1.000000;1.000000;0.070301;-0.070301;0.070301;1.000000;1.000000
445624.60680206;5696600.03479965;472.76235010;0.203922;0.215686;0.227451;13878.000000;1.000000;1.000000;1.000000;1.000000;0.073675;-0.073675;0.073675;1.000000;1.000000
445624.47660072;5696600.24299820;472.76364996;0.294118;0.25098;0.223529;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.074232;0.074232;-0.074232;1.000000;1.000000
445624.46740158;5696600.00079926;472.77664997;0.698039;0.729412;0.745098;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.065726;0.065726;-0.065726;1.000000;1.000000
445624.56850250;5696600.05229767;472.76555016;0.235294;0.247059;0.270588;15934.000000;1.000000;1.000000;1.000000;1.000000;0.035375;-0.035375;0.035375;1.000000;1.000000
445624.46360214;5696600.08299835;472.77045013;0.239216;0.239216;0.247059;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.069525;0.069525;-0.069525;1.000000;1.000000
445624.61090096;5696600.14669998;472.74755003;0.466667;0.439216;0.403922;29041.000000;1.000000;1.000000;1.000000;1.000000;0.077774;-0.077774;0.077774;1.000000;1.000000
445624.69960220;5696600.24370010;472.74344971;0.521569;0.462745;0.407843;30840.000000;1.000000;1.000000;1.000000;1.000000;0.086300;-0.086300;0.086300;1.000000;1.000000
445624.46710213;5696600.04749878;472.77484991;0.176471;0.176471;0.184314;11565.000000;1.000000;1.000000;1.000000;1.000000;-0.066025;0.066025;-0.066025;1.000000;1.000000
445624.49410065;5696600.05679901;472.76685001;0.254902;0.254902;0.266667;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.039027;0.039027;-0.039027;1.000000;1.000000
445624.86070068;5696599.94140060;472.74475004;0.356863;0.360784;0.356863;23387.000000;1.000000;1.000000;1.000000;1.000000;0.029025;-0.029025;0.029025;1.000000;1.000000
445624.63310249;5696600.06279953;472.75455000;0.466667;0.462745;0.454902;30326.000000;1.000000;1.000000;1.000000;1.000000;0.099975;-0.099975;0.099975;1.000000;1.000000
445624.54680069;5696600.11519821;472.75594999;0.266667;0.270588;0.286275;17733.000000;1.000000;1.000000;1.000000;1.000000;0.013673;-0.013673;0.013673;1.000000;1.000000
445624.45910080;5696599.98979767;472.78074982;0.454902;0.494118;0.498039;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.074027;0.074027;-0.074027;1.000000;1.000000
445624.53800209;5696600.09729965;472.75764992;0.25098;0.258824;0.282353;16962.000000;1.000000;1.000000;1.000000;1.000000;0.004875;-0.004875;0.004875;1.000000;1.000000
445624.65720184;5696600.16580017;472.74524977;0.360784;0.309804;0.254902;20817.000000;1.000000;1.000000;1.000000;1.000000;0.124074;-0.124074;0.124074;1.000000;1.000000
445624.55110176;5696600.23629959;472.75525000;0.552941;0.505882;0.470588;33667.000000;1.000000;1.000000;1.000000;1.000000;0.045304;-0.045304;0.045304;1.000000;1.000000
445624.60790070;5696599.99729736;472.76434996;0.764706;0.788235;0.796078;51143.000000;1.000000;1.000000;1.000000;1.000000;0.074773;-0.074773;0.074773;1.000000;1.000000
445624.61320122;5696600.09969910;472.75414993;0.270588;0.262745;0.254902;17219.000000;1.000000;1.000000;1.000000;1.000000;0.080074;-0.080074;0.080074;1.000000;1.000000
445624.51840218;5696600.11310013;472.75934984;0.266667;0.27451;0.294118;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.014725;0.014725;-0.014725;1.000000;1.000000
445624.48900230;5696600.15080078;472.76305010;0.321569;0.313725;0.305882;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.044125;0.044125;-0.044125;1.000000;1.000000
445624.64660080;5696599.96100052;472.76324989;0.152941;0.164706;0.188235;10537.000000;1.000000;1.000000;1.000000;1.000000;0.113473;-0.113473;0.113473;1.000000;1.000000
445624.61890228;5696600.18339737;472.74834969;0.478431;0.431373;0.380392;28784.000000;1.000000;1.000000;1.000000;1.000000;0.085775;-0.085775;0.085775;1.000000;1.000000
445624.61950119;5696600.16459854;472.74814989;0.552941;0.509804;0.470588;33924.000000;1.000000;1.000000;1.000000;1.000000;0.086374;-0.086374;0.086374;1.000000;1.000000
445624.75870140;5696599.97659882;472.74524977;0.337255;0.352941;0.372549;22873.000000;1.000000;1.000000;1.000000;1.000000;0.118176;-0.118176;0.118176;1.000000;1.000000
445624.62390144;5696600.06369980;472.75414993;0.423529;0.423529;0.419608;27499.000000;1.000000;1.000000;1.000000;1.000000;0.090774;-0.090774;0.090774;1.000000;1.000000
445624.62520226;5696600.05419739;472.75645020;0.290196;0.294118;0.301961;19018.000000;1.000000;1.000000;1.000000;1.000000;0.092075;-0.092075;0.092075;1.000000;1.000000
445624.62900169;5696600.16609772;472.74865009;0.537255;0.490196;0.447059;32639.000000;1.000000;1.000000;1.000000;1.000000;0.095874;-0.095874;0.095874;1.000000;1.000000
445624.59440239;5696600.09910019;472.75554993;0.305882;0.298039;0.298039;19532.000000;1.000000;1.000000;1.000000;1.000000;0.061275;-0.061275;0.061275;1.000000;1.000000
445624.83250244;5696599.94159897;472.74814989;0.243137;0.25098;0.254902;16191.000000;1.000000;1.000000;1.000000;1.000000;0.050370;-0.050370;0.050370;1.000000;1.000000
445624.44410141;5696600.14789780;472.76804974;0.352941;0.341176;0.337255;22359.000000;1.000000;1.000000;1.000000;1.000000;-0.089026;0.089026;-0.089026;1.000000;1.000000
445624.77760132;5696599.97719772;472.74375011;0.262745;0.282353;0.298039;17990.000000;1.000000;1.000000;1.000000;1.000000;0.099276;-0.099276;0.099276;1.000000;1.000000
445624.63370140;5696600.24040039;472.74744989;0.556863;0.494118;0.427451;32896.000000;1.000000;1.000000;1.000000;1.000000;0.089600;-0.089600;0.089600;1.000000;1.000000
445624.63720139;5696600.20269974;472.74714996;0.545098;0.501961;0.439216;33153.000000;1.000000;1.000000;1.000000;1.000000;0.104393;-0.104393;0.104393;1.000000;1.000000
445624.60080154;5696600.16399963;472.74734976;0.364706;0.32549;0.294118;21845.000000;1.000000;1.000000;1.000000;1.000000;0.067674;-0.067674;0.067674;1.000000;1.000000
445624.60360153;5696600.07250031;472.75565006;0.215686;0.223529;0.235294;14392.000000;1.000000;1.000000;1.000000;1.000000;0.070474;-0.070474;0.070474;1.000000;1.000000
445624.47920235;5696599.98079880;472.78394987;0.227451;0.266667;0.278431;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.053925;0.053925;-0.053925;1.000000;1.000000
445624.44210251;5696600.17609985;472.76594975;0.262745;0.258824;0.262745;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.091025;0.091025;-0.091025;1.000000;1.000000
445624.77180107;5696600.04080017;472.74424984;0.270588;0.247059;0.223529;16448.000000;1.000000;1.000000;1.000000;1.000000;0.105076;-0.105076;0.105076;1.000000;1.000000
445624.49860199;5696600.17799957;472.76154997;0.462745;0.454902;0.447059;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.034525;0.034525;-0.034525;1.000000;1.000000
445624.78430183;5696600.02329834;472.74235012;0.192157;0.2;0.211765;12850.000000;1.000000;1.000000;1.000000;1.000000;0.092576;-0.092576;0.092576;1.000000;1.000000
445624.64170082;5696600.10180099;472.74844982;0.341176;0.32549;0.305882;21331.000000;1.000000;1.000000;1.000000;1.000000;0.108573;-0.108573;0.108573;1.000000;1.000000
445624.50390060;5696600.03949936;472.77174999;0.160784;0.168627;0.184314;10794.000000;1.000000;1.000000;1.000000;1.000000;-0.029227;0.029227;-0.029227;1.000000;1.000000
445624.62720116;5696600.02589996;472.75855019;0.176471;0.184314;0.211765;12079.000000;1.000000;1.000000;1.000000;1.000000;0.094074;-0.094074;0.094074;1.000000;1.000000
445624.51510246;5696600.17880066;472.75995018;0.713725;0.694118;0.666667;45489.000000;1.000000;1.000000;1.000000;1.000000;-0.018025;0.018025;-0.018025;1.000000;1.000000
445624.64700134;5696600.15740021;472.74704983;0.403922;0.356863;0.305882;23901.000000;1.000000;1.000000;1.000000;1.000000;0.113874;-0.113874;0.113874;1.000000;1.000000
445624.76600082;5696600.00390060;472.74354984;0.533333;0.54902;0.556863;35723.000000;1.000000;1.000000;1.000000;1.000000;0.110877;-0.110877;0.110877;1.000000;1.000000
445624.44150169;5696600.19489868;472.76615002;0.215686;0.211765;0.219608;13878.000000;1.000000;1.000000;1.000000;1.000000;-0.091626;0.091626;-0.091626;1.000000;1.000000
445624.59370239;5696600.11549957;472.75344994;0.341176;0.32549;0.313725;21331.000000;1.000000;1.000000;1.000000;1.000000;0.060575;-0.060575;0.060575;1.000000;1.000000
445624.50120171;5696600.10529907;472.76074984;0.403922;0.4;0.4;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.031926;0.031926;-0.031926;1.000000;1.000000
445624.53860100;5696600.10420044;472.75775005;0.270588;0.278431;0.298039;17990.000000;1.000000;1.000000;1.000000;1.000000;0.005474;-0.005474;0.005474;1.000000;1.000000
445624.57190140;5696600.18300064;472.75325014;0.470588;0.423529;0.4;28270.000000;1.000000;1.000000;1.000000;1.000000;0.038774;-0.038774;0.038774;1.000000;1.000000
445624.61840065;5696600.20210083;472.74624969;0.596078;0.552941;0.501961;36494.000000;1.000000;1.000000;1.000000;1.000000;0.085609;-0.085609;0.085609;1.000000;1.000000
445624.42990120;5696599.99959763;472.77495005;0.666667;0.701961;0.717647;45232.000000;1.000000;1.000000;1.000000;1.000000;-0.103226;0.103226;-0.103226;1.000000;1.000000
445624.44890221;5696600.22220047;472.76445009;0.329412;0.301961;0.290196;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.088541;0.088541;-0.088541;1.000000;1.000000
445624.76210220;5696600.08609970;472.74204971;0.407843;0.364706;0.317647;24158.000000;1.000000;1.000000;1.000000;1.000000;0.114775;-0.114775;0.114775;1.000000;1.000000
445624.79540070;5696599.96850021;472.74445011;0.188235;0.196078;0.215686;12593.000000;1.000000;1.000000;1.000000;1.000000;0.081477;-0.081477;0.081477;1.000000;1.000000
445624.76900108;5696600.13450058;472.74064972;0.658824;0.603922;0.541176;40092.000000;1.000000;1.000000;1.000000;1.000000;0.107876;-0.107876;0.107876;1.000000;1.000000
445624.80330093;5696599.97709854;472.74265005;0.294118;0.309804;0.317647;20046.000000;1.000000;1.000000;1.000000;1.000000;0.073576;-0.073576;0.073576;1.000000;1.000000
445624.59440239;5696600.05229767;472.76205017;0.203922;0.211765;0.223529;13621.000000;1.000000;1.000000;1.000000;1.000000;0.061275;-0.061275;0.061275;1.000000;1.000000
445624.87950142;5696599.94199951;472.74335005;0.235294;0.235294;0.227451;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.023675;0.023675;-0.023675;1.000000;1.000000
445624.84210213;5696599.94309814;472.74624969;0.239216;0.243137;0.25098;15677.000000;1.000000;1.000000;1.000000;1.000000;0.041350;-0.041350;0.041350;1.000000;1.000000
445624.60530098;5696600.04419907;472.76244976;0.231373;0.235294;0.243137;15163.000000;1.000000;1.000000;1.000000;1.000000;0.072174;-0.072174;0.072174;1.000000;1.000000
445624.54240234;5696600.24399765;472.75724985;0.498039;0.454902;0.411765;30326.000000;1.000000;1.000000;1.000000;1.000000;0.050109;-0.050109;0.050109;1.000000;1.000000
445624.62640198;5696600.21299942;472.74904968;0.596078;0.552941;0.490196;36494.000000;1.000000;1.000000;1.000000;1.000000;0.095075;-0.095075;0.095075;1.000000;1.000000
445624.56180199;5696600.20019730;472.75535013;0.466667;0.419608;0.392157;28013.000000;1.000000;1.000000;1.000000;1.000000;0.029195;-0.029195;0.029195;1.000000;1.000000
445624.53970154;5696600.06899841;472.76445009;0.2;0.203922;0.227451;13364.000000;1.000000;1.000000;1.000000;1.000000;0.006574;-0.006574;0.006574;1.000000;1.000000
445624.43550117;5696600.08320053;472.77154972;0.219608;0.219608;0.231373;14392.000000;1.000000;1.000000;1.000000;1.000000;-0.097626;0.097626;-0.097626;1.000000;1.000000
445624.47710236;5696600.22429855;472.76345016;0.321569;0.290196;0.270588;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.063282;0.063282;-0.063282;1.000000;1.000000
445624.60910233;5696600.20299728;472.74814989;0.541176;0.490196;0.439216;32639.000000;1.000000;1.000000;1.000000;1.000000;0.076441;-0.076441;0.076441;1.000000;1.000000
445624.44760139;5696600.06339844;472.77414991;0.364706;0.356863;0.345098;23387.000000;1.000000;1.000000;1.000000;1.000000;-0.085526;0.085526;-0.085526;1.000000;1.000000
445624.60640152;5696600.05359848;472.75794985;0.188235;0.2;0.215686;12850.000000;1.000000;1.000000;1.000000;1.000000;0.073274;-0.073274;0.073274;1.000000;1.000000
445624.55080231;5696600.20829971;472.75495007;0.509804;0.466667;0.435294;31097.000000;1.000000;1.000000;1.000000;1.000000;0.022300;-0.022300;0.022300;1.000000;1.000000
445624.75590141;5696600.02120026;472.74564983;0.439216;0.447059;0.443137;29041.000000;1.000000;1.000000;1.000000;1.000000;0.120976;-0.120976;0.120976;1.000000;1.000000
445624.52930077;5696600.05819901;472.76615002;0.141176;0.14902;0.180392;9766.000000;1.000000;1.000000;1.000000;1.000000;-0.003827;0.003827;-0.003827;1.000000;1.000000
445624.54890068;5696600.08930023;472.75804998;0.176471;0.188235;0.211765;12079.000000;1.000000;1.000000;1.000000;1.000000;0.015773;-0.015773;0.015773;1.000000;1.000000
445624.43860062;5696600.01750000;472.77554991;0.231373;0.254902;0.266667;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.094527;0.094527;-0.094527;1.000000;1.000000
445624.77230080;5696600.06880005;472.73994972;0.556863;0.521569;0.478431;34438.000000;1.000000;1.000000;1.000000;1.000000;0.104577;-0.104577;0.104577;1.000000;1.000000
445624.53780182;5696600.14409836;472.75584986;0.25098;0.247059;0.254902;16191.000000;1.000000;1.000000;1.000000;1.000000;0.004674;-0.004674;0.004674;1.000000;1.000000
445624.71760185;5696600.23509796;472.74184992;0.505882;0.462745;0.411765;30583.000000;1.000000;1.000000;1.000000;1.000000;0.094950;-0.094950;0.094950;1.000000;1.000000
445624.63260086;5696600.08159836;472.75245001;0.4;0.392157;0.384314;25700.000000;1.000000;1.000000;1.000000;1.000000;0.099473;-0.099473;0.099473;1.000000;1.000000
445624.58720215;5696600.24690063;472.75465014;0.568627;0.513725;0.454902;34181.000000;1.000000;1.000000;1.000000;1.000000;0.075157;-0.075157;0.075157;1.000000;1.000000
445624.64580162;5696600.19489868;472.74744989;0.478431;0.419608;0.360784;28013.000000;1.000000;1.000000;1.000000;1.000000;0.112675;-0.112675;0.112675;1.000000;1.000000
445624.59940155;5696600.20149811;472.75234987;0.529412;0.47451;0.435294;31868.000000;1.000000;1.000000;1.000000;1.000000;0.066627;-0.066627;0.066627;1.000000;1.000000
445624.50270088;5696600.04899796;472.76714994;0.188235;0.192157;0.211765;12593.000000;1.000000;1.000000;1.000000;1.000000;-0.030427;0.030427;-0.030427;1.000000;1.000000
445624.45830162;5696600.22369965;472.76494982;0.333333;0.301961;0.290196;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.080175;0.080175;-0.080175;1.000000;1.000000
445624.54010208;5696600.05019959;472.76884987;0.188235;0.2;0.231373;12850.000000;1.000000;1.000000;1.000000;1.000000;0.006975;-0.006975;0.006975;1.000000;1.000000
445624.52000244;5696600.10589798;472.75934984;0.278431;0.282353;0.298039;18504.000000;1.000000;1.000000;1.000000;1.000000;-0.013125;0.013125;-0.013125;1.000000;1.000000
445624.61530121;5696600.07150085;472.75385000;0.305882;0.305882;0.313725;20046.000000;1.000000;1.000000;1.000000;1.000000;0.082174;-0.082174;0.082174;1.000000;1.000000
445624.47270210;5696600.10320099;472.76644995;0.235294;0.235294;0.239216;15420.000000;1.000000;1.000000;1.000000;1.000000;-0.060425;0.060425;-0.060425;1.000000;1.000000
445624.59630211;5696600.07089813;472.75764992;0.188235;0.2;0.215686;12850.000000;1.000000;1.000000;1.000000;1.000000;0.063175;-0.063175;0.063175;1.000000;1.000000
445624.57850082;5696600.22909744;472.75404980;0.678431;0.623529;0.572549;41377.000000;1.000000;1.000000;1.000000;1.000000;0.056945;-0.056945;0.056945;1.000000;1.000000
445624.57790192;5696600.05139740;472.76354982;0.180392;0.192157;0.219608;12336.000000;1.000000;1.000000;1.000000;1.000000;0.044775;-0.044775;0.044775;1.000000;1.000000
445624.63180168;5696600.07229813;472.75234987;0.490196;0.482353;0.47451;31611.000000;1.000000;1.000000;1.000000;1.000000;0.098674;-0.098674;0.098674;1.000000;1.000000
445624.80430229;5696599.98639877;472.74044992;0.623529;0.647059;0.658824;41891.000000;1.000000;1.000000;1.000000;1.000000;0.072575;-0.072575;0.072575;1.000000;1.000000
445624.77550133;5696600.00539978;472.74405005;0.588235;0.607843;0.611765;39321.000000;1.000000;1.000000;1.000000;1.000000;0.101376;-0.101376;0.101376;1.000000;1.000000
445624.57890137;5696600.01389893;472.76784994;0.192157;0.211765;0.231373;13621.000000;1.000000;1.000000;1.000000;1.000000;0.045774;-0.045774;0.045774;1.000000;1.000000
445624.59780128;5696600.01460083;472.76405003;0.196078;0.215686;0.231373;13621.000000;1.000000;1.000000;1.000000;1.000000;0.064674;-0.064674;0.064674;1.000000;1.000000
445624.58960159;5696600.22109802;472.75215008;0.658824;0.6;0.54902;40092.000000;1.000000;1.000000;1.000000;1.000000;0.062361;-0.062361;0.062361;1.000000;1.000000
445624.65090187;5696600.07530029;472.74854996;0.427451;0.419608;0.411765;27499.000000;1.000000;1.000000;1.000000;1.000000;0.117774;-0.117774;0.117774;1.000000;1.000000
445624.77610214;5696599.98670013;472.74384977;0.635294;0.658824;0.670588;42662.000000;1.000000;1.000000;1.000000;1.000000;0.100775;-0.100775;0.100775;1.000000;1.000000
445624.47690208;5696600.19629868;472.76305010;0.321569;0.301961;0.290196;20046.000000;1.000000;1.000000;1.000000;1.000000;-0.056244;0.056244;-0.056244;1.000000;1.000000
445624.59240158;5696600.12729843;472.75355007;0.317647;0.298039;0.282353;19789.000000;1.000000;1.000000;1.000000;1.000000;0.059274;-0.059274;0.059274;1.000000;1.000000
445624.68280228;5696600.21489914;472.74464991;0.576471;0.52549;0.470588;34952.000000;1.000000;1.000000;1.000000;1.000000;0.115289;-0.115289;0.115289;1.000000;1.000000
445624.79410179;5696599.97799881;472.74224998;0.266667;0.278431;0.294118;17990.000000;1.000000;1.000000;1.000000;1.000000;0.082776;-0.082776;0.082776;1.000000;1.000000
445624.76150139;5696600.07909973;472.74195005;0.443137;0.403922;0.360784;26728.000000;1.000000;1.000000;1.000000;1.000000;0.115376;-0.115376;0.115376;1.000000;1.000000
445624.52330215;5696600.21769913;472.76314976;0.364706;0.32549;0.290196;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.024856;0.024856;-0.024856;1.000000;1.000000
445624.44320114;5696600.13859756;472.76784994;0.294118;0.290196;0.294118;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.089926;0.089926;-0.089926;1.000000;1.000000
445624.44480141;5696600.08230026;472.77194979;0.258824;0.254902;0.258824;16705.000000;1.000000;1.000000;1.000000;1.000000;-0.088326;0.088326;-0.088326;1.000000;1.000000
445624.58650215;5696600.04360016;472.76384975;0.164706;0.176471;0.196078;11308.000000;1.000000;1.000000;1.000000;1.000000;0.053375;-0.053375;0.053375;1.000000;1.000000
445624.70020111;5696600.22500046;472.74324991;0.541176;0.490196;0.439216;32639.000000;1.000000;1.000000;1.000000;1.000000;0.105000;-0.105000;0.105000;1.000000;1.000000
445624.65160187;5696600.08219727;472.74865009;0.462745;0.45098;0.435294;29555.000000;1.000000;1.000000;1.000000;1.000000;0.118474;-0.118474;0.118474;1.000000;1.000000
445624.44070061;5696599.99149902;472.77764990;0.403922;0.447059;0.458824;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.092427;0.092427;-0.092427;1.000000;1.000000
445624.76340111;5696600.05089767;472.74405005;0.356863;0.32549;0.286275;21588.000000;1.000000;1.000000;1.000000;1.000000;0.113476;-0.113476;0.113476;1.000000;1.000000
445624.71090134;5696600.21459778;472.74354984;0.698039;0.658824;0.611765;43433.000000;1.000000;1.000000;1.000000;1.000000;0.115402;-0.115402;0.115402;1.000000;1.000000
445624.49210175;5696600.08510025;472.76475002;0.294118;0.298039;0.305882;19275.000000;1.000000;1.000000;1.000000;1.000000;-0.041026;0.041026;-0.041026;1.000000;1.000000
445624.44300087;5696600.18540009;472.76604988;0.243137;0.239216;0.239216;15677.000000;1.000000;1.000000;1.000000;1.000000;-0.090127;0.090127;-0.090127;1.000000;1.000000
445624.62570198;5696600.03539856;472.75855019;0.196078;0.203922;0.227451;13364.000000;1.000000;1.000000;1.000000;1.000000;0.092575;-0.092575;0.092575;1.000000;1.000000
445624.47310074;5696600.13120087;472.76445009;0.286275;0.286275;0.301961;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.060027;0.060027;-0.060027;1.000000;1.000000
445624.48230179;5696600.10470016;472.76454975;0.321569;0.317647;0.317647;20817.000000;1.000000;1.000000;1.000000;1.000000;-0.050826;0.050826;-0.050826;1.000000;1.000000
445624.52430161;5696600.22699936;472.76095011;0.376471;0.329412;0.290196;22102.000000;1.000000;1.000000;1.000000;1.000000;-0.033362;0.033362;-0.033362;1.000000;1.000000
445624.63600166;5696599.99699982;472.76095011;0.72549;0.745098;0.752941;48316.000000;1.000000;1.000000;1.000000;1.000000;0.102874;-0.102874;0.102874;1.000000;1.000000
445624.49600227;5696600.22489746;472.76195004;0.266667;0.239216;0.219608;15934.000000;1.000000;1.000000;1.000000;1.000000;-0.047764;0.047764;-0.047764;1.000000;1.000000
445624.48780067;5696600.18829926;472.76345016;0.286275;0.270588;0.258824;17733.000000;1.000000;1.000000;1.000000;1.000000;-0.045327;0.045327;-0.045327;1.000000;1.000000
445624.42180069;5696599.98859985;472.77675011;0.298039;0.341176;0.352941;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.111327;0.111327;-0.111327;1.000000;1.000000
445624.59060104;5696600.18359955;472.75404980;0.494118;0.443137;0.407843;29555.000000;1.000000;1.000000;1.000000;1.000000;0.057474;-0.057474;0.057474;1.000000;1.000000
445624.60150154;5696600.17320068;472.75215008;0.45098;0.4;0.360784;26728.000000;1.000000;1.000000;1.000000;1.000000;0.068374;-0.068374;0.068374;1.000000;1.000000
445624.56500061;5696600.13450058;472.75465014;0.333333;0.313725;0.305882;20817.000000;1.000000;1.000000;1.000000;1.000000;0.031873;-0.031873;0.031873;1.000000;1.000000
445624.58930214;5696600.02469833;472.76615002;0.133333;0.14902;0.172549;9509.000000;1.000000;1.000000;1.000000;1.000000;0.056175;-0.056175;0.056175;1.000000;1.000000
