//X;Y;Z;R;G;B;Intensity;Return Number;Number Of Returns;Scan Direction Flag;Point Source ID;C2M signed distances[-][<0.8];C2M signed distances[<0.4];C2M signed distances[-][<0.2];Stump11;Stump112
445624.54860123;5696600.31349762;472.76305010;164;149;131;38807.000000;1.000000;1.000000;1.000000;1.000000;0.016502;-0.016502;0.016502;1.000000;1.000000
445624.62140091;5696600.31609924;472.76174976;101;86;64;22616.000000;1.000000;1.000000;1.000000;1.000000;0.014215;-0.014215;0.014215;1.000000;1.000000
445624.52960213;5696600.31049927;472.76445009;142;125;109;32896.000000;1.000000;1.000000;1.000000;1.000000;0.019817;-0.019817;0.019817;1.000000;1.000000
445624.87100227;5696600.35389908;472.74784996;46;58;26;12850.000000;1.000000;1.000000;1.000000;1.000000;-0.024039;0.024039;-0.024039;1.000000;1.000000
445624.59970100;5696600.43630035;472.82044985;177;196;150;47545.000000;1.000000;1.000000;1.000000;1.000000;-0.106300;0.106300;-0.106300;1.000000;1.000000
445624.53140076;5696600.45889862;472.82455017;110;138;80;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.128910;0.128910;-0.128910;1.000000;1.000000
445624.55880173;5696600.50749786;472.83804991;69;94;41;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.177520;0.177520;-0.177520;1.000000;1.000000
445624.73720177;5696600.27059753;472.74314978;152;138;123;35980.000000;1.000000;1.000000;1.000000;1.000000;0.059402;-0.059402;0.059402;1.000000;1.000000
445624.86550148;5696600.50359924;472.76564981;73;87;59;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.173599;0.173599;-0.173599;1.000000;1.000000
445624.57870110;5696600.43589981;472.81715014;134;157;106;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.105900;0.105900;-0.105900;1.000000;1.000000
445624.60430153;5696600.49169739;472.83295013;102;125;80;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.161697;0.161697;-0.161697;1.000000;1.000000
445624.64190109;5696600.49289902;472.82994987;108;130;89;30326.000000;1.000000;1.000000;1.000000;1.000000;-0.162899;0.162899;-0.162899;1.000000;1.000000
445624.60550125;5696600.50329788;472.83075001;68;92;48;20303.000000;1.000000;1.000000;1.000000;1.000000;-0.173298;0.173298;-0.173298;1.000000;1.000000
445624.86110123;5696600.42700012;472.75754978;153;169;135;41120.000000;1.000000;1.000000;1.000000;1.000000;-0.097000;0.097000;-0.097000;1.000000;1.000000
445624.46030243;5696600.41209991;472.80214979;101;109;75;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.109745;0.109745;-0.109745;1.000000;1.000000
445624.86640175;5696600.51280029;472.76585009;68;81;54;19018.000000;1.000000;1.000000;1.000000;1.000000;-0.182800;0.182800;-0.182800;1.000000;1.000000
445624.57080086;5696600.45519836;472.82634975;163;187;135;44718.000000;1.000000;1.000000;1.000000;1.000000;-0.125198;0.125198;-0.125198;1.000000;1.000000
445624.53090103;5696600.47989853;472.82945015;175;202;148;48059.000000;1.000000;1.000000;1.000000;1.000000;-0.149915;0.149915;-0.149915;1.000000;1.000000
445624.49750145;5696600.41099747;472.80384972;175;188;148;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.088486;0.088486;-0.088486;1.000000;1.000000
445624.81690224;5696600.35180099;472.75234987;64;60;35;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.021801;0.021801;-0.021801;1.000000;1.000000
445624.63650139;5696600.42819794;472.81734993;154;174;133;41891.000000;1.000000;1.000000;1.000000;1.000000;-0.098198;0.098198;-0.098198;1.000000;1.000000
445624.78570183;5696600.43359955;472.78455021;52;76;31;16191.000000;1.000000;1.000000;1.000000;1.000000;-0.103600;0.103600;-0.103600;1.000000;1.000000
445624.85960205;5696600.46439941;472.76494982;93;112;70;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.134399;0.134399;-0.134399;1.000000;1.000000
445624.67550095;5696600.38299759;472.79054977;128;141;94;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.053079;0.053079;-0.053079;1.000000;1.000000
445624.68500145;5696600.38439758;472.79104998;112;124;77;29555.000000;1.000000;1.000000;1.000000;1.000000;-0.054573;0.054573;-0.054573;1.000000;1.000000
445624.86040123;5696600.39219864;472.75245001;100;110;75;26471.000000;1.000000;1.000000;1.000000;1.000000;-0.062199;0.062199;-0.062199;1.000000;1.000000
445624.77200134;5696600.51869782;472.79885008;88;114;58;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.188698;0.188698;-0.188698;1.000000;1.000000
445624.80910118;5696600.51759918;472.80284979;122;149;96;34695.000000;1.000000;1.000000;1.000000;1.000000;-0.187625;0.187625;-0.187625;1.000000;1.000000
445624.47450073;5696600.47809799;472.83155014;176;200;148;48059.000000;1.000000;1.000000;1.000000;1.000000;-0.159280;0.159280;-0.159280;1.000000;1.000000
445624.56640060;5696600.30249985;472.76144983;158;145;127;37522.000000;1.000000;1.000000;1.000000;1.000000;0.027500;-0.027500;0.027500;1.000000;1.000000
445624.45720108;5696600.26349838;472.76765015;64;53;47;14135.000000;1.000000;1.000000;1.000000;1.000000;0.100932;-0.100932;0.100932;1.000000;1.000000
445624.73250206;5696600.35930069;472.77194979;136;134;103;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.029301;0.029301;-0.029301;1.000000;1.000000
445624.64280136;5696600.50219925;472.83015015;90;111;70;25700.000000;1.000000;1.000000;1.000000;1.000000;-0.172199;0.172199;-0.172199;1.000000;1.000000
445624.73530205;5696600.52449997;472.79495003;109;134;85;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.194500;0.194500;-0.194500;1.000000;1.000000
445624.70150192;5696600.44109924;472.80174973;45;67;25;14135.000000;1.000000;1.000000;1.000000;1.000000;-0.111099;0.111099;-0.111099;1.000000;1.000000
445624.51430138;5696600.47899826;472.83104994;122;152;95;34952.000000;1.000000;1.000000;1.000000;1.000000;-0.150183;0.150183;-0.150183;1.000000;1.000000
445624.87190063;5696600.36310013;472.74795010;72;85;53;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.033283;0.033283;-0.033283;1.000000;1.000000
445624.51740082;5696600.39749725;472.79995014;155;166;128;40606.000000;1.000000;1.000000;1.000000;1.000000;-0.069305;0.069305;-0.069305;1.000000;1.000000
445624.46570213;5696600.45789917;472.82854988;118;141;91;32896.000000;1.000000;1.000000;1.000000;1.000000;-0.144583;0.144583;-0.144583;1.000000;1.000000
445624.61580093;5696600.46489914;472.83314993;145;164;120;39321.000000;1.000000;1.000000;1.000000;1.000000;-0.134899;0.134899;-0.134899;1.000000;1.000000
445624.62730225;5696600.39889725;472.80254986;116;134;84;31611.000000;1.000000;1.000000;1.000000;1.000000;-0.068897;0.068897;-0.068897;1.000000;1.000000
445624.71610077;5696600.52379807;472.80345013;87;114;56;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.193837;0.193837;-0.193837;1.000000;1.000000
445624.66490181;5696600.40009888;472.80195000;96;113;61;26214.000000;1.000000;1.000000;1.000000;1.000000;-0.070099;0.070099;-0.070099;1.000000;1.000000
445624.64180191;5696600.30719955;472.75785019;127;109;86;28527.000000;1.000000;1.000000;1.000000;1.000000;0.022800;-0.022800;0.022800;1.000000;1.000000
445624.74980171;5696600.39729889;472.78014996;99;110;63;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.067331;0.067331;-0.067331;1.000000;1.000000
445624.71470078;5696600.30990036;472.75425007;169;152;133;39835.000000;1.000000;1.000000;1.000000;1.000000;0.020258;-0.020258;0.020258;1.000000;1.000000
445624.56470116;5696600.37229736;472.78774979;181;188;151;46517.000000;1.000000;1.000000;1.000000;1.000000;-0.042297;0.042297;-0.042297;1.000000;1.000000
445624.72650154;5696600.28319748;472.74744989;161;146;128;38036.000000;1.000000;1.000000;1.000000;1.000000;0.046803;-0.046803;0.046803;1.000000;1.000000
445624.56800087;5696600.26740082;472.75645020;164;148;135;38807.000000;1.000000;1.000000;1.000000;1.000000;0.062599;-0.062599;0.062599;1.000000;1.000000
445624.60550125;5696600.26859863;472.75575020;181;166;152;43176.000000;1.000000;1.000000;1.000000;1.000000;0.061401;-0.061401;0.061401;1.000000;1.000000
445624.64310081;5696600.26980026;472.75514986;145;130;113;33924.000000;1.000000;1.000000;1.000000;1.000000;0.060200;-0.060200;0.060200;1.000000;1.000000
445624.84980209;5696600.40929993;472.76384975;105;117;79;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.079300;0.079300;-0.079300;1.000000;1.000000
445624.67930229;5696600.30839737;472.75724985;113;93;71;24672.000000;1.000000;1.000000;1.000000;1.000000;0.022657;-0.022657;0.022657;1.000000;1.000000
445624.73060234;5696600.39430054;472.78385021;122;133;82;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.064301;0.064301;-0.064301;1.000000;1.000000
445624.57010086;5696600.41349991;472.80714991;140;157;107;37522.000000;1.000000;1.000000;1.000000;1.000000;-0.083500;0.083500;-0.083500;1.000000;1.000000
445624.57840164;5696600.49169739;472.83645012;55;80;29;16962.000000;1.000000;1.000000;1.000000;1.000000;-0.161697;0.161697;-0.161697;1.000000;1.000000
445624.57670219;5696600.31320007;472.76205017;202;191;172;49344.000000;1.000000;1.000000;1.000000;1.000000;0.016800;-0.016800;0.016800;1.000000;1.000000
445624.69190224;5696600.38379868;472.79134991;119;130;86;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.053799;0.053799;-0.053799;1.000000;1.000000
445624.52010162;5696600.28339966;472.76375010;103;85;73;22873.000000;1.000000;1.000000;1.000000;1.000000;0.048387;-0.048387;0.048387;1.000000;1.000000
445624.68100174;5696600.50359924;472.81554987;109;135;87;31097.000000;1.000000;1.000000;1.000000;1.000000;-0.173801;0.173801;-0.173801;1.000000;1.000000
445624.55760201;5696600.28459747;472.76314976;123;107;94;28270.000000;1.000000;1.000000;1.000000;1.000000;0.045433;-0.045433;0.045433;1.000000;1.000000
445624.82200249;5696600.41639908;472.77194979;137;155;109;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.086399;0.086399;-0.086399;1.000000;1.000000
445624.49090202;5696600.35579880;472.78424980;133;126;104;32125.000000;1.000000;1.000000;1.000000;1.000000;-0.049483;0.049483;-0.049483;1.000000;1.000000
445624.46500214;5696600.27210052;472.76814987;71;58;52;15677.000000;1.000000;1.000000;1.000000;1.000000;0.089406;-0.089406;0.089406;1.000000;1.000000
445624.82870110;5696600.52739914;472.80384972;141;164;121;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.197399;0.197399;-0.197399;1.000000;1.000000
445624.46900185;5696600.40429886;472.80014994;73;79;48;18761.000000;1.000000;1.000000;1.000000;1.000000;-0.098145;0.098145;-0.098145;1.000000;1.000000
445624.69620140;5696600.51389893;472.80935003;109;137;80;31354.000000;1.000000;1.000000;1.000000;1.000000;-0.183899;0.183899;-0.183899;1.000000;1.000000
445624.69580086;5696600.33719833;472.76305010;125;112;86;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.007198;0.007198;-0.007198;1.000000;1.000000
445624.72220238;5696600.34630020;472.76664974;181;173;146;44204.000000;1.000000;1.000000;1.000000;1.000000;-0.016300;0.016300;-0.016300;1.000000;1.000000
445624.47780235;5696600.42899902;472.81244995;89;107;59;24672.000000;1.000000;1.000000;1.000000;1.000000;-0.113409;0.113409;-0.113409;1.000000;1.000000
445624.51530083;5696600.43020065;472.81185009;129;149;102;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.101774;0.101774;-0.101774;1.000000;1.000000
445624.81690224;5696600.32390030;472.74504997;169;163;140;41634.000000;1.000000;1.000000;1.000000;1.000000;0.006100;-0.006100;0.006100;1.000000;1.000000
445624.85440071;5696600.32509811;472.74674990;121;127;96;31097.000000;1.000000;1.000000;1.000000;1.000000;0.004902;-0.004902;0.004902;1.000000;1.000000
445624.50300224;5696600.30129822;472.76555016;105;89;77;23644.000000;1.000000;1.000000;1.000000;1.000000;0.041609;-0.041609;0.041609;1.000000;1.000000
445624.51110085;5696600.52359970;472.84074976;186;206;147;49601.000000;1.000000;1.000000;1.000000;1.000000;-0.194849;0.194849;-0.194849;1.000000;1.000000
445624.75220116;5696600.36689957;472.76594975;115;113;78;28013.000000;1.000000;1.000000;1.000000;1.000000;-0.036900;0.036900;-0.036900;1.000000;1.000000
445624.77130135;5696600.28610046;472.74484970;163;150;133;39064.000000;1.000000;1.000000;1.000000;1.000000;0.043900;-0.043900;0.043900;1.000000;1.000000
445624.68250092;5696600.46840103;472.81285002;102;124;79;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.138572;0.138572;-0.138572;1.000000;1.000000
445624.64590080;5696600.42740067;472.81304981;171;185;143;45232.000000;1.000000;1.000000;1.000000;1.000000;-0.097401;0.097401;-0.097401;1.000000;1.000000
445624.75480087;5696600.28529938;472.74644997;133;120;104;31354.000000;1.000000;1.000000;1.000000;1.000000;0.044701;-0.044701;0.044701;1.000000;1.000000
445624.62740143;5696600.40119751;472.80725004;96;118;72;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.071198;0.071198;-0.071198;1.000000;1.000000
445624.67110069;5696600.26719864;472.75175001;143;126;113;33153.000000;1.000000;1.000000;1.000000;1.000000;0.062801;-0.062801;0.062801;1.000000;1.000000
445624.81420143;5696600.40780075;472.77154972;131;147;101;35209.000000;1.000000;1.000000;1.000000;1.000000;-0.077801;0.077801;-0.077801;1.000000;1.000000
445624.52810104;5696600.31999786;472.76454975;111;95;77;24929.000000;1.000000;1.000000;1.000000;1.000000;0.011194;-0.011194;0.011194;1.000000;1.000000
445624.59190186;5696600.35829742;472.77714970;175;178;143;44461.000000;1.000000;1.000000;1.000000;1.000000;-0.028542;0.028542;-0.028542;1.000000;1.000000
445624.64090164;5696600.32589920;472.76504995;114;100;73;25957.000000;1.000000;1.000000;1.000000;1.000000;0.004101;-0.004101;0.004101;1.000000;1.000000
445624.74040230;5696600.36799820;472.77005007;97;98;61;23901.000000;1.000000;1.000000;1.000000;1.000000;-0.037998;0.037998;-0.037998;1.000000;1.000000
445624.60260208;5696600.31550034;472.76314976;118;109;86;28013.000000;1.000000;1.000000;1.000000;1.000000;0.014500;-0.014500;0.014500;1.000000;1.000000
445624.48720177;5696600.43049820;472.81295015;145;163;115;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.110495;0.110495;-0.110495;1.000000;1.000000
445624.54010208;5696600.50689896;472.83715012;137;162;106;38036.000000;1.000000;1.000000;1.000000;1.000000;-0.176899;0.176899;-0.176899;1.000000;1.000000
445624.56860168;5696600.27659805;472.76114990;148;134;120;34952.000000;1.000000;1.000000;1.000000;1.000000;0.053402;-0.053402;0.053402;1.000000;1.000000
445624.53340157;5696600.42389877;472.81264975;131;151;103;35723.000000;1.000000;1.000000;1.000000;1.000000;-0.093899;0.093899;-0.093899;1.000000;1.000000
445624.57090195;5696600.42510040;472.81194975;136;156;104;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.095100;0.095100;-0.095100;1.000000;1.000000
445624.59430130;5696600.51129730;472.83505013;48;71;27;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.181302;0.181302;-0.181302;1.000000;1.000000
445624.57760246;5696600.50810059;472.83654978;48;71;26;15163.000000;1.000000;1.000000;1.000000;1.000000;-0.178101;0.178101;-0.178101;1.000000;1.000000
445624.60480125;5696600.47289856;472.83505013;103;122;74;28527.000000;1.000000;1.000000;1.000000;1.000000;-0.142899;0.142899;-0.142899;1.000000;1.000000
445624.55420120;5696600.38719757;472.79215004;124;134;91;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.057198;0.057198;-0.057198;1.000000;1.000000
445624.52220161;5696600.45969971;472.82415010;102;131;75;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.130159;0.130159;-0.130159;1.000000;1.000000
445624.85180099;5696600.51399811;472.78144981;49;67;36;14906.000000;1.000000;1.000000;1.000000;1.000000;-0.183998;0.183998;-0.183998;1.000000;1.000000
445624.68160065;5696600.43120010;472.80774977;118;138;92;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.101498;0.101498;-0.101498;1.000000;1.000000
445624.69290169;5696600.47690018;472.80644991;100;124;81;28784.000000;1.000000;1.000000;1.000000;1.000000;-0.146900;0.146900;-0.146900;1.000000;1.000000
445624.87210091;5696600.52169998;472.76154997;75;87;61;20560.000000;1.000000;1.000000;1.000000;1.000000;-0.191735;0.191735;-0.191735;1.000000;1.000000
445624.83080109;5696600.43659790;472.77495005;139;160;118;38293.000000;1.000000;1.000000;1.000000;1.000000;-0.106598;0.106598;-0.106598;1.000000;1.000000
445624.81970222;5696600.47249802;472.78415014;96;121;74;27756.000000;1.000000;1.000000;1.000000;1.000000;-0.142498;0.142498;-0.142498;1.000000;1.000000
445624.67590149;5696600.35740097;472.78095009;87;88;58;21588.000000;1.000000;1.000000;1.000000;1.000000;-0.027608;0.027608;-0.027608;1.000000;1.000000
445624.47220238;5696600.32729919;472.77605011;79;70;58;18247.000000;1.000000;1.000000;1.000000;1.000000;0.060985;-0.060985;0.060985;1.000000;1.000000
445624.69940193;5696600.49500092;472.80464985;104;129;83;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.165001;0.165001;-0.165001;1.000000;1.000000
445624.74840172;5696600.46039780;472.78545000;103;129;85;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.130444;0.130444;-0.130444;1.000000;1.000000
445624.75400169;5696600.27599915;472.74394991;147;135;120;34952.000000;1.000000;1.000000;1.000000;1.000000;0.054001;-0.054001;0.054001;1.000000;1.000000
445624.62020119;5696600.36260040;472.78084995;145;151;115;37265.000000;1.000000;1.000000;1.000000;1.000000;-0.032647;0.032647;-0.032647;1.000000;1.000000
445624.47310074;5696600.33889969;472.78095009;102;93;79;24158.000000;1.000000;1.000000;1.000000;1.000000;-0.060683;0.060683;-0.060683;1.000000;1.000000
445624.55130203;5696600.41290100;472.80625011;190;208;158;50629.000000;1.000000;1.000000;1.000000;1.000000;-0.082901;0.082901;-0.082901;1.000000;1.000000
445624.76340111;5696600.27519806;472.74204971;156;144;128;37265.000000;1.000000;1.000000;1.000000;1.000000;0.054802;-0.054802;0.054802;1.000000;1.000000
445624.85140236;5696600.42779739;472.76644995;180;195;159;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.097797;0.097797;-0.097797;1.000000;1.000000
445624.75890167;5696600.39409836;472.77815010;112;122;75;29041.000000;1.000000;1.000000;1.000000;1.000000;-0.064098;0.064098;-0.064098;1.000000;1.000000
445624.81510170;5696600.38909729;472.76664974;155;167;128;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.059097;0.059097;-0.059097;1.000000;1.000000
445624.74130066;5696600.34929855;472.76524975;133;125;100;31868.000000;1.000000;1.000000;1.000000;1.000000;-0.019299;0.019299;-0.019299;1.000000;1.000000
445624.57500084;5696600.35050018;472.77404978;191;189;161;47802.000000;1.000000;1.000000;1.000000;1.000000;-0.020500;0.020500;-0.020500;1.000000;1.000000
445624.54040154;5696600.48139771;472.82754995;193;218;165;52428.000000;1.000000;1.000000;1.000000;1.000000;-0.151398;0.151398;-0.151398;1.000000;1.000000
445624.59470184;5696600.30459793;472.76034977;145;134;115;34695.000000;1.000000;1.000000;1.000000;1.000000;0.025419;-0.025419;0.025419;1.000000;1.000000
445624.75220116;5696600.31109818;472.75365021;124;110;91;28784.000000;1.000000;1.000000;1.000000;1.000000;0.018902;-0.018902;0.018902;1.000000;1.000000
445624.61020096;5696600.35199936;472.77325012;135;135;101;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.021999;0.021999;-0.021999;1.000000;1.000000
445624.65300186;5696600.48489960;472.82805016;137;159;116;37779.000000;1.000000;1.000000;1.000000;1.000000;-0.154900;0.154900;-0.154900;1.000000;1.000000
445624.78160103;5696600.32239731;472.74804976;151;137;116;35466.000000;1.000000;1.000000;1.000000;1.000000;0.007754;-0.007754;0.007754;1.000000;1.000000
445624.80230148;5696600.49029739;472.79295017;84;113;57;25186.000000;1.000000;1.000000;1.000000;1.000000;-0.160297;0.160297;-0.160297;1.000000;1.000000
445624.58620079;5696600.50029953;472.83684971;41;66;21;13621.000000;1.000000;1.000000;1.000000;1.000000;-0.170300;0.170300;-0.170300;1.000000;1.000000
445624.50570114;5696600.39629944;472.79934980;151;163;126;39835.000000;1.000000;1.000000;1.000000;1.000000;-0.071748;0.071748;-0.071748;1.000000;1.000000
445624.80380066;5696600.39710052;472.77325012;174;189;148;46003.000000;1.000000;1.000000;1.000000;1.000000;-0.067101;0.067101;-0.067101;1.000000;1.000000
445624.60330208;5696600.32469757;472.76564981;119;110;84;28013.000000;1.000000;1.000000;1.000000;1.000000;0.005302;-0.005302;0.005302;1.000000;1.000000
445624.67620094;5696600.32729919;472.76205017;103;86;61;22616.000000;1.000000;1.000000;1.000000;1.000000;0.004596;-0.004596;0.004596;1.000000;1.000000
445624.71400078;5696600.33079727;472.76144983;145;132;111;34181.000000;1.000000;1.000000;1.000000;1.000000;-0.001988;0.001988;-0.001988;1.000000;1.000000
445624.56710251;5696600.28599747;472.76354982;140;125;111;32639.000000;1.000000;1.000000;1.000000;1.000000;0.044003;-0.044003;0.044003;1.000000;1.000000
445624.58320244;5696600.37059982;472.78854992;198;205;170;51143.000000;1.000000;1.000000;1.000000;1.000000;-0.040600;0.040600;-0.040600;1.000000;1.000000
445624.62090118;5696600.37409790;472.79034998;140;153;111;37008.000000;1.000000;1.000000;1.000000;1.000000;-0.044165;0.044165;-0.044165;1.000000;1.000000
445624.66470154;5696600.42799957;472.81154968;178;194;151;47288.000000;1.000000;1.000000;1.000000;1.000000;-0.098000;0.098000;-0.098000;1.000000;1.000000
445624.77800186;5696600.39710052;472.77444984;158;170;129;41377.000000;1.000000;1.000000;1.000000;1.000000;-0.067182;0.067182;-0.067182;1.000000;1.000000
445624.77200134;5696600.29299744;472.74494984;142;129;109;33410.000000;1.000000;1.000000;1.000000;1.000000;0.037003;-0.037003;0.037003;1.000000;1.000000
445624.69170197;5696600.41169937;472.80095007;99;119;66;27499.000000;1.000000;1.000000;1.000000;1.000000;-0.081699;0.081699;-0.081699;1.000000;1.000000
445624.58070190;5696600.39859970;472.80044987;98;118;65;27242.000000;1.000000;1.000000;1.000000;1.000000;-0.068600;0.068600;-0.068600;1.000000;1.000000
445624.87310226;5696600.32559784;472.74755003;142;155;118;37779.000000;1.000000;1.000000;1.000000;1.000000;0.003775;-0.003775;0.003775;1.000000;1.000000
445624.87480171;5696600.44689758;472.75374987;93;109;75;25700.000000;1.000000;1.000000;1.000000;1.000000;0.116916;-0.116916;0.116916;1.000000;1.000000
445624.74190147;5696600.35619934;472.76534988;123;118;87;29812.000000;1.000000;1.000000;1.000000;1.000000;-0.026199;0.026199;-0.026199;1.000000;1.000000
445624.72320183;5696600.32769974;472.75715019;163;150;127;38807.000000;1.000000;1.000000;1.000000;1.000000;0.002300;-0.002300;0.002300;1.000000;1.000000
445624.61420067;5696600.28650101;472.75635006;142;126;107;32896.000000;1.000000;1.000000;1.000000;1.000000;0.043499;-0.043499;0.043499;1.000000;1.000000
445624.68960197;5696600.29120071;472.75285007;148;130;113;34181.000000;1.000000;1.000000;1.000000;1.000000;0.038799;-0.038799;0.038799;1.000000;1.000000
445624.85560234;5696600.47410019;472.76954987;78;99;57;22616.000000;1.000000;1.000000;1.000000;1.000000;-0.144100;0.144100;-0.144100;1.000000;1.000000
445624.60860069;5696600.39839752;472.80174973;143;162;112;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.068398;0.068398;-0.068398;1.000000;1.000000
445624.88230141;5696600.50219925;472.75474979;77;91;60;21331.000000;1.000000;1.000000;1.000000;1.000000;-0.172285;0.172285;-0.172285;1.000000;1.000000
445624.69460114;5696600.49539764;472.80674984;87;112;64;25443.000000;1.000000;1.000000;1.000000;1.000000;-0.165398;0.165398;-0.165398;1.000000;1.000000
445624.59330185;5696600.31629761;472.76275017;165;156;134;40092.000000;1.000000;1.000000;1.000000;1.000000;0.013898;-0.013898;0.013898;1.000000;1.000000
445624.55380066;5696600.41499908;472.80874969;169;190;139;45746.000000;1.000000;1.000000;1.000000;1.000000;-0.084999;0.084999;-0.084999;1.000000;1.000000
445624.64620216;5696600.39959915;472.80114986;114;132;81;30840.000000;1.000000;1.000000;1.000000;1.000000;-0.069599;0.069599;-0.069599;1.000000;1.000000
445624.51630219;5696600.41379745;472.80704977;124;141;97;33667.000000;1.000000;1.000000;1.000000;1.000000;-0.085470;0.085470;-0.085470;1.000000;1.000000
445624.62630089;5696600.41760071;472.81204988;119;137;90;32382.000000;1.000000;1.000000;1.000000;1.000000;-0.087603;0.087603;-0.087603;1.000000;1.000000
445624.70810135;5696600.51289948;472.80294992;98;125;69;28270.000000;1.000000;1.000000;1.000000;1.000000;-0.182899;0.182899;-0.182899;1.000000;1.000000
445624.74250229;5696600.52619751;472.79295017;140;165;116;39064.000000;1.000000;1.000000;1.000000;1.000000;-0.196198;0.196198;-0.196198;1.000000;1.000000
445624.74160202;5696600.38410004;472.77724983;98;104;57;24929.000000;1.000000;1.000000;1.000000;1.000000;-0.054100;0.054100;-0.054100;1.000000;1.000000
445624.70850189;5696600.44050034;472.79974987;66;89;47;19789.000000;1.000000;1.000000;1.000000;1.000000;-0.110500;0.110500;-0.110500;1.000000;1.000000
445624.59320076;5696600.34419830;472.77244999;157;152;123;38550.000000;1.000000;1.000000;1.000000;1.000000;-0.014404;0.014404;-0.014404;1.000000;1.000000
445624.63070114;5696600.34539993;472.77185013;148;144;114;36237.000000;1.000000;1.000000;1.000000;1.000000;-0.015400;0.015400;-0.015400;1.000000;1.000000
445624.62370117;5696600.28790100;472.75684978;136;120;102;31354.000000;1.000000;1.000000;1.000000;1.000000;0.042219;-0.042219;0.042219;1.000000;1.000000
445624.58460243;5696600.32409866;472.76485016;204;196;174;50115.000000;1.000000;1.000000;1.000000;1.000000;0.005901;-0.005901;0.005901;1.000000;1.000000
445624.56740196;5696600.47179993;472.83104994;191;213;162;51400.000000;1.000000;1.000000;1.000000;1.000000;-0.141800;0.141800;-0.141800;1.000000;1.000000
445624.64250191;5696600.47419937;472.82975008;96;117;72;26985.000000;1.000000;1.000000;1.000000;1.000000;-0.144199;0.144199;-0.144199;1.000000;1.000000
445624.83320244;5696600.40839966;472.76774981;97;110;68;25957.000000;1.000000;1.000000;1.000000;1.000000;-0.078400;0.078400;-0.078400;1.000000;1.000000
445624.56420143;5696600.39779861;472.79974987;111;128;78;30069.000000;1.000000;1.000000;1.000000;1.000000;-0.067799;0.067799;-0.067799;1.000000;1.000000
445624.47530182;5696600.28050049;472.76634981;73;61;54;16191.000000;1.000000;1.000000;1.000000;1.000000;0.076118;-0.076118;0.076118;1.000000;1.000000
445624.50230225;5696600.31999786;472.76804974;111;96;82;25186.000000;1.000000;1.000000;1.000000;1.000000;0.032407;-0.032407;0.032407;1.000000;1.000000
445624.85890205;5696600.48319824;472.76744987;76;96;57;21845.000000;1.000000;1.000000;1.000000;1.000000;-0.153198;0.153198;-0.153198;1.000000;1.000000
445624.62310226;5696600.30660065;472.75705006;115;98;76;25700.000000;1.000000;1.000000;1.000000;1.000000;0.023702;-0.023702;0.023702;1.000000;1.000000
445624.69890221;5696600.29030045;472.75325014;153;135;119;35466.000000;1.000000;1.000000;1.000000;1.000000;0.039700;-0.039700;0.039700;1.000000;1.000000
445624.86020096;5696600.44569977;472.76475002;151;169;131;40863.000000;1.000000;1.000000;1.000000;1.000000;-0.115700;0.115700;-0.115700;1.000000;1.000000
445624.69580086;5696600.30929764;472.75565006;141;122;102;32125.000000;1.000000;1.000000;1.000000;1.000000;0.020702;-0.020702;0.020702;1.000000;1.000000
445624.50350197;5696600.28259857;472.76534988;99;84;72;22359.000000;1.000000;1.000000;1.000000;1.000000;0.055898;-0.055898;0.055898;1.000000;1.000000
